,DBA Name,Zip,n_failed,n_pwc,n_inspections,n_passed,most_recent_inspection,Chains,recent_pass,recent_pwc,recent_fail
322,aranda mexican restaurant,60634.0,2,1,4,1,2020-01-30,1,0.0,0.0,1.0
323,arbella,60654.0,0,0,3,2,2019-07-16,1,1.0,0.0,0.0
324,arbor,60647.0,0,2,7,5,2019-10-24,1,0.0,1.0,0.0
325,"arby's /sba,ltd",60606.0,2,1,10,7,2019-10-23,1,0.0,1.0,0.0
326,arby's roast beef,60652.0,1,2,10,7,2019-12-09,1,1.0,0.0,0.0
327,arbys,60601.0,4,1,15,10,2019-11-07,2,0.0,1.0,0.0
328,arbys,60661.0,3,3,15,9,2019-02-27,2,0.0,1.0,0.0
329,archies,60626.0,1,1,3,1,2019-05-31,1,1.0,0.0,0.0
330,arclight cinemas,60610.0,0,5,8,3,2019-10-02,1,1.0,0.0,0.0
331,arden restaurant,60629.0,4,1,13,7,2019-06-21,1,0.0,1.0,0.0
332,arepa george,60651.0,1,2,4,1,2019-06-26,1,1.0,0.0,0.0
333,aretha's dream,60619.0,2,0,4,2,2019-09-26,1,0.0,1.0,0.0
334,argo tea,60601.0,2,2,15,11,2018-11-30,6,1.0,0.0,0.0
335,argo tea,60603.0,0,0,5,5,2017-08-15,6,1.0,0.0,0.0
336,argo tea,60606.0,1,1,9,7,2019-11-26,6,0.0,1.0,0.0
337,argo tea,60611.0,0,4,18,14,2019-12-04,6,0.0,1.0,0.0
338,argo tea,60626.0,0,0,1,1,2019-12-02,6,0.0,1.0,0.0
339,argo tea,60666.0,9,9,32,14,2019-10-24,6,1.0,0.0,0.0
340,argo tea cafe-ohare t2,60666.0,7,5,24,12,2019-10-31,1,1.0,0.0,0.0
341,arman's piizzeria,60631.0,3,1,7,3,2019-05-01,1,0.0,1.0,0.0
342,armand's pizzeria,60606.0,0,0,0,0,2019-11-08,2,0.0,1.0,0.0
343,armand's pizzeria,60631.0,0,0,0,0,2014-03-20,2,1.0,0.0,0.0
344,armand's victory tap,60605.0,1,1,5,3,2019-11-05,1,0.0,1.0,0.0
345,armands pizzeria,60618.0,1,0,9,8,2019-11-06,1,0.0,1.0,0.0
347,aroy thai restaurant,60625.0,2,2,8,4,2019-12-02,1,0.0,1.0,0.0
348,art of pizza on state,60605.0,0,0,1,0,2019-06-12,1,0.0,1.0,0.0
349,art zone gallery cafe,60659.0,0,0,9,4,2019-03-26,1,0.0,1.0,0.0
350,art's drive inn,60622.0,3,1,10,6,2019-10-23,1,0.0,1.0,0.0
351,artango bar and steakhouse,60625.0,3,0,11,5,2019-07-03,1,0.0,1.0,0.0
352,artisan  catering,60647.0,0,0,0,0,2012-06-05,1,1.0,0.0,0.0
353,artist's cafe,60605.0,1,0,1,0,2016-09-14,1,1.0,0.0,0.0
354,artists snack shop,60605.0,0,0,1,1,2016-10-13,1,1.0,0.0,0.0
355,"artopolis bakery, cafe & angor",60661.0,2,2,13,9,2019-07-29,1,1.0,0.0,0.0
356,arturo express,60606.0,0,0,9,9,2019-12-04,1,0.0,1.0,0.0
357,arturo's tacos,60647.0,3,3,16,10,2020-01-27,1,0.0,0.0,1.0
358,arun's thai restaurant,60618.0,1,1,15,8,2019-02-26,1,0.0,1.0,0.0
359,arya bhavan,60659.0,2,1,16,8,2019-04-22,1,1.0,0.0,0.0
360,asada,60606.0,1,1,7,5,2019-10-24,1,0.0,1.0,0.0
361,asadito taqueria/wok n bao,60661.0,0,1,1,0,2019-06-18,1,0.0,1.0,0.0
362,asado coffee roasters,60604.0,1,0,1,0,2017-09-12,1,1.0,0.0,0.0
363,asahi roll,60626.0,4,1,10,4,2019-06-14,1,1.0,0.0,0.0
364,ash gastropub,60638.0,0,0,0,0,2019-07-26,1,0.0,1.0,0.0
365,asia buffet and grill,60652.0,0,4,12,8,2019-12-16,1,1.0,0.0,0.0
366,asian  town noodles,60634.0,0,0,0,0,2019-08-09,1,1.0,0.0,0.0
367,asian cafe,60657.0,3,1,10,6,2019-05-22,1,0.0,1.0,0.0
368,asian cajun,60614.0,2,1,5,2,2018-07-16,1,0.0,1.0,0.0
369,asian cajun 9 corp,60614.0,0,0,0,0,2019-10-23,1,0.0,1.0,0.0
370,asian cajun plus,60616.0,1,0,4,2,2019-05-07,1,0.0,1.0,0.0
371,"asian chopsticks, inc",60605.0,2,3,8,3,2019-03-12,1,0.0,1.0,0.0
372,asian cuisine express,60623.0,1,1,11,6,2020-01-31,1,0.0,1.0,0.0
373,asian mix,60613.0,0,1,10,9,2019-04-23,1,0.0,1.0,0.0
374,asian outpost,60605.0,0,0,0,0,2013-11-12,1,1.0,0.0,0.0
375,asian outpost hawaiian hideout,60605.0,0,0,0,0,2019-12-20,1,0.0,1.0,0.0
376,asian station,60626.0,0,0,0,0,2019-08-08,1,0.0,1.0,0.0
378,assyrian american association,60660.0,0,0,10,6,2019-10-03,1,0.0,1.0,0.0
379,"assyrian kitchen ,inc",60630.0,0,0,0,0,2019-04-17,1,0.0,1.0,0.0
380,aster hall,60611.0,0,2,2,0,2019-03-13,1,1.0,0.0,0.0
381,astoria cafe & bakery,60618.0,1,0,3,2,2019-08-13,1,0.0,1.0,0.0
382,atardecer acapulqueno,60623.0,3,0,5,2,2019-05-17,1,0.0,1.0,0.0
383,ate music house,60616.0,2,0,5,2,2019-11-15,1,0.0,1.0,0.0
384,athena restaurant,60661.0,1,2,6,3,2019-08-07,1,0.0,1.0,0.0
385,athenian room restaurant,60614.0,5,2,15,8,2019-01-08,1,0.0,1.0,0.0
386,atino's pizza # 2 inc,60607.0,4,1,13,8,2019-08-12,1,0.0,1.0,0.0
387,atomix cafe,60622.0,2,0,9,7,2019-07-16,1,0.0,1.0,0.0
388,atrium events,60613.0,2,0,2,0,2020-01-09,1,0.0,0.0,1.0
389,attock submarine,60617.0,1,1,9,7,2019-03-26,1,0.0,1.0,0.0
390,atwood,60602.0,0,1,5,4,2019-02-15,1,0.0,1.0,0.0
391,au bon pain,60601.0,0,0,9,9,2019-09-16,6,1.0,0.0,0.0
392,au bon pain,60611.0,5,9,25,11,2019-06-24,6,1.0,0.0,0.0
393,au bon pain,60612.0,5,6,23,12,2020-01-24,6,1.0,0.0,0.0
394,au bon pain,60625.0,4,1,12,7,2019-08-28,6,0.0,1.0,0.0
395,au bon pain,60637.0,2,4,21,15,2019-10-28,6,0.0,1.0,0.0
396,au bon pain,60654.0,3,1,14,10,2019-05-16,6,1.0,0.0,0.0
397,au cheval,60607.0,2,4,14,8,2019-10-17,1,0.0,1.0,0.0
398,augie's,60614.0,3,1,9,5,2019-03-14,1,0.0,1.0,0.0
399,augusta pizza & grill,60651.0,5,0,17,12,2019-06-26,1,0.0,1.0,0.0
400,auntie anne's,60601.0,0,0,0,0,2018-10-16,1,0.0,1.0,0.0
401,auntie anne's pretzel,60652.0,0,1,6,5,2019-08-14,1,0.0,1.0,0.0
402,auntie anne's pretzels,60606.0,1,0,3,2,2019-12-06,2,0.0,1.0,0.0
403,auntie anne's pretzels,60666.0,5,3,23,15,2019-07-19,2,1.0,0.0,0.0
404,auntie anne's pretzels & red mango,60611.0,0,2,6,4,2019-03-14,1,0.0,1.0,0.0
405,auntie annie's pretzels,60661.0,1,2,6,3,2017-08-25,1,1.0,0.0,0.0
406,aunty joy's,60660.0,2,1,5,2,2020-01-10,1,1.0,0.0,0.0
407,aurelio's pizza,60605.0,0,4,6,2,2019-01-22,2,0.0,1.0,0.0
408,aurelio's pizza,60613.0,2,1,3,0,2019-07-02,2,1.0,0.0,0.0
409,aurora chicago lakeshore,60640.0,2,2,9,5,2019-11-21,1,0.0,1.0,0.0
410,autumn green at midway village,60629.0,2,3,6,1,2019-07-30,1,0.0,1.0,0.0
411,autumn green at wright campus,60634.0,4,4,18,9,2020-01-17,1,1.0,0.0,0.0
412,av foods wok n chop,60625.0,1,0,3,1,2019-11-22,1,0.0,1.0,0.0
413,ava's italian ice company,60647.0,0,0,0,0,2017-10-30,1,1.0,0.0,0.0
415,avanti caffe,60606.0,1,1,11,9,2019-11-15,1,0.0,1.0,0.0
416,avec,60661.0,1,0,4,3,2019-09-16,1,1.0,0.0,0.0
417,avenida del sabor,60639.0,0,1,1,0,2019-10-29,1,0.0,1.0,0.0
418,avenue tavern,60657.0,1,2,13,7,2020-01-14,1,1.0,0.0,0.0
419,aviato,60661.0,2,0,5,3,2019-04-10,1,0.0,1.0,0.0
420,avli river north,60654.0,1,0,7,2,2019-10-23,1,1.0,0.0,0.0
421,avli taverna,60614.0,0,2,3,0,2019-12-23,1,0.0,0.0,1.0
422,avondale coffee and grill house,60618.0,3,2,10,2,2019-01-22,1,1.0,0.0,0.0
423,avy's pizza,60617.0,3,1,12,6,2019-10-22,1,0.0,1.0,0.0
424,awake cafe,60642.0,0,1,3,2,2017-10-23,1,1.0,0.0,0.0
425,awash ethiopian restaurant,60660.0,1,1,5,3,2019-05-07,1,1.0,0.0,0.0
426,axis development group llc,60611.0,0,0,2,1,2019-11-13,1,1.0,0.0,0.0
427,ay  ay picante,60630.0,4,0,15,10,2019-10-08,1,0.0,1.0,0.0
428,ay carbon pollo grill,60632.0,2,0,2,0,2019-08-16,1,0.0,1.0,0.0
429,ay chiwowa,60654.0,1,0,1,0,2013-05-15,1,1.0,0.0,0.0
430,aziz cafe,60641.0,0,0,1,0,2019-07-09,1,0.0,1.0,0.0
431,azteca de oro mexican grill,60613.0,1,1,13,11,2019-04-25,1,0.0,1.0,0.0
432,azteca inc,60641.0,0,1,11,10,2019-06-25,1,0.0,1.0,0.0
433,aztlan mexican grilll 1 inc.,60618.0,0,0,1,1,2019-08-12,1,0.0,1.0,0.0
434,azucar bar & grill,60647.0,1,0,16,7,2019-12-11,1,0.0,1.0,0.0
435,"azucar, nieves and cafe corporation",60623.0,1,0,7,4,2016-10-07,1,0.0,1.0,0.0
436,azzurra enotavola,60622.0,1,0,1,0,2013-10-11,1,1.0,0.0,0.0
437,b & a supersub inc,60624.0,1,2,10,7,2018-11-19,1,0.0,1.0,0.0
438,b & p's sweets and treats,60624.0,0,0,0,0,2017-02-09,1,1.0,0.0,0.0
439,b -side burger,60618.0,0,1,1,0,2019-02-04,1,0.0,1.0,0.0
440,b and j restaurant inc,60656.0,1,0,3,2,2013-08-20,1,1.0,0.0,0.0
441,b j's  market,60666.0,0,3,18,15,2019-09-25,1,0.0,1.0,0.0
442,b m g inc,60655.0,1,0,9,8,2019-06-10,1,0.0,1.0,0.0
443,b&b ice cream and candy,60620.0,2,0,3,1,2019-11-26,1,0.0,1.0,0.0
444,"b' gabs goodies, llc",60637.0,0,0,4,4,2019-12-13,1,0.0,1.0,0.0
445,b's treats,60629.0,0,1,3,1,2016-11-03,1,1.0,0.0,0.0
446,b-sides coffee and tea company,60643.0,1,0,3,1,2019-05-10,1,0.0,1.0,0.0
447,b.i. tea & dim sum,60661.0,0,1,2,0,2019-05-02,1,0.0,1.0,0.0
448,baba pita,60612.0,2,2,4,0,2019-05-03,1,1.0,0.0,0.0
449,baba's coffee,60625.0,1,1,10,4,2019-11-22,1,0.0,1.0,0.0
450,baba's famous steak & lemonade,60649.0,2,3,11,6,2016-06-13,1,0.0,1.0,0.0
451,baba's famous steak & lemonaide,60649.0,1,1,4,2,2019-05-16,1,0.0,1.0,0.0
452,baba's famous steak and lemonade,60619.0,0,0,0,0,2018-02-01,2,1.0,0.0,0.0
453,baba's famous steak and lemonade,60624.0,7,2,18,8,2018-09-07,2,0.0,1.0,0.0
454,baba's halal famous steaks & lemonade inc,60644.0,1,0,1,0,2018-09-25,1,1.0,0.0,0.0
455,baba's halal famous steaks and lemonade inc,60651.0,0,0,0,0,2018-10-31,1,0.0,1.0,0.0
456,baba's steak & lemonade,60619.0,2,0,9,7,2020-01-03,1,0.0,1.0,0.0
457,baba's village,60601.0,0,0,1,0,2019-08-21,1,0.0,1.0,0.0
458,babas famous steak & lemonade,60617.0,0,0,7,7,2019-02-06,1,0.0,1.0,0.0
459,babas halal,60620.0,1,0,1,0,2019-08-22,2,1.0,0.0,0.0
460,babas halal,60637.0,0,1,1,0,2019-11-18,2,0.0,1.0,0.0
462,baby burritos,60652.0,1,2,9,6,2019-12-19,1,1.0,0.0,0.0
463,bacardi at the park,60616.0,0,0,4,4,2013-06-06,1,1.0,0.0,0.0
464,bacchanalia rest & lng,60608.0,1,4,16,9,2019-05-09,1,0.0,1.0,0.0
465,bacci cafe & pizzeria ltd,60612.0,3,3,17,11,2019-01-17,1,0.0,1.0,0.0
466,bacci cafe and pizzeria on milaukee ave. inc.,60641.0,5,5,18,8,2019-11-21,1,0.0,1.0,0.0
467,bacci pizza franklin,60606.0,2,3,7,2,2019-10-09,1,0.0,1.0,0.0
468,bacci pizza little italy inc.,60607.0,3,0,9,5,2019-01-14,1,0.0,1.0,0.0
469,bacci pizzeria,60614.0,1,0,8,5,2019-04-10,1,0.0,1.0,0.0
470,bacci pizzeria on chicago ave,60622.0,5,1,17,11,2019-05-03,1,0.0,1.0,0.0
471,baci amore,60661.0,1,0,2,0,2019-06-27,1,0.0,1.0,0.0
472,bacino's of lincoln park ltd,60614.0,3,4,14,7,2019-12-16,1,0.0,1.0,0.0
473,bacinos italian grill,60657.0,5,2,11,4,2019-09-17,1,0.0,1.0,0.0
474,back of the yards coffee,60609.0,0,0,0,0,2017-05-05,1,1.0,0.0,0.0
475,backyard grill,60646.0,2,2,13,9,2019-02-27,1,0.0,1.0,0.0
476,"bacolod chicken haus, inc",60659.0,1,0,9,8,2019-05-30,1,0.0,1.0,0.0
477,bacon & jam,60655.0,0,1,4,2,2019-05-09,1,1.0,0.0,0.0
478,bad hunter,60607.0,2,0,6,4,2019-06-13,1,1.0,0.0,0.0
479,baderbrau brewing company,60616.0,0,0,5,2,2017-03-24,1,1.0,0.0,0.0
480,badou senegalese cuisine,60645.0,0,0,1,0,2019-11-29,1,0.0,1.0,0.0
481,bagelers coffeehouse,60614.0,2,4,8,2,2019-04-23,1,0.0,1.0,0.0
482,"baha restaurant, inc.",60639.0,0,2,3,0,2019-11-07,1,0.0,0.0,1.0
483,"bai cafe, inc.",60657.0,3,4,16,9,2019-07-22,1,0.0,1.0,0.0
484,baja express inn taqueria,60628.0,2,0,2,0,2019-02-14,1,0.0,1.0,0.0
485,bake,60647.0,1,0,3,2,2017-08-31,1,1.0,0.0,0.0
486,bake for me!,60601.0,0,0,4,3,2019-10-09,1,0.0,1.0,0.0
487,baker miller,60625.0,0,0,0,0,2018-08-16,1,0.0,1.0,0.0
488,bakers square # 220658,60656.0,4,4,18,10,2019-04-24,1,1.0,0.0,0.0
489,bakin' & eggs,60657.0,1,3,16,12,2019-08-12,1,0.0,1.0,0.0
490,bale sandwich and bakery,60640.0,5,7,15,3,2019-07-11,1,0.0,1.0,0.0
491,ballast point brewing company,60607.0,0,1,5,4,2019-10-09,1,0.0,1.0,0.0
492,"balu smoothies and moor, llc",60601.0,0,0,0,0,2018-01-04,1,1.0,0.0,0.0
493,balzekas museum of lithuanian,60629.0,0,0,2,2,2016-09-30,1,1.0,0.0,0.0
494,bamboo garden restaurant,60657.0,0,1,10,6,2019-11-06,1,0.0,1.0,0.0
495,bambu desserts and drinks,60640.0,2,1,5,2,2019-12-16,1,0.0,1.0,0.0
496,bamyan kabab,60659.0,1,1,3,1,2020-01-21,1,0.0,0.0,1.0
497,bananas foster cafe,60660.0,0,0,0,0,2011-04-12,1,1.0,0.0,0.0
498,band of bohemia,60640.0,1,1,7,4,2019-03-14,1,0.0,1.0,0.0
499,bandera,60611.0,2,3,15,10,2019-10-28,1,1.0,0.0,0.0
500,bang bang,60647.0,0,3,6,3,2019-06-12,1,0.0,1.0,0.0
501,bang bang biscuits,60625.0,1,0,5,3,2019-11-06,1,0.0,1.0,0.0
502,bang chop,60661.0,0,2,5,3,2019-04-02,1,0.0,1.0,0.0
503,bangers & lace,60622.0,4,0,10,6,2019-10-15,1,0.0,1.0,0.0
504,bangkok belly,60631.0,5,4,15,6,2020-01-08,1,0.0,1.0,0.0
505,bangkok thai cuisine,60659.0,1,2,7,4,2019-02-25,1,0.0,1.0,0.0
506,bani's beets,60643.0,0,0,1,1,2019-05-15,1,0.0,1.0,0.0
507,banquet on rockwell,60659.0,1,0,4,1,2019-11-14,1,1.0,0.0,0.0
508,banquetes la gloria,60632.0,2,2,8,4,2019-08-19,1,0.0,1.0,0.0
509,baobab bbq,60625.0,1,1,2,0,2019-12-17,1,1.0,0.0,0.0
510,bar 22,60616.0,0,0,1,1,2017-12-14,1,1.0,0.0,0.0
511,bar bar black sheep,60622.0,0,0,0,0,2011-02-24,1,1.0,0.0,0.0
512,bar biscay,60642.0,0,0,1,1,2019-08-07,1,0.0,1.0,0.0
513,bar cafe san francesco,60634.0,3,1,11,7,2019-10-29,1,0.0,1.0,0.0
514,bar cargo,60654.0,0,2,4,2,2019-09-11,1,0.0,1.0,0.0
515,bar cocina,60657.0,4,0,12,5,2019-08-22,1,0.0,1.0,0.0
516,bar esquina,60647.0,1,1,4,2,2019-11-22,1,1.0,0.0,0.0
517,bar louie,60605.0,7,2,18,9,2019-01-18,4,0.0,1.0,0.0
518,bar louie,60607.0,5,2,11,4,2019-09-19,4,0.0,1.0,0.0
519,bar louie,60637.0,5,1,15,9,2019-04-16,4,1.0,0.0,0.0
520,bar louie,60654.0,1,3,10,6,2019-09-26,4,1.0,0.0,0.0
522,bar ramone,60654.0,0,2,2,0,2019-12-04,1,1.0,0.0,0.0
523,bar roma,60640.0,0,0,4,4,2019-08-01,1,0.0,1.0,0.0
524,bar siena,60607.0,3,2,12,7,2019-04-11,1,1.0,0.0,0.0
525,bar siena- bombo bar,60603.0,1,0,1,0,2018-12-12,1,0.0,1.0,0.0
526,bar takito,60607.0,6,3,15,6,2019-08-15,1,1.0,0.0,0.0
527,"bar-b-que kingdom, llc",60624.0,0,0,0,0,2019-04-11,1,1.0,0.0,0.0
528,barangaroos aussie pies,60657.0,0,0,2,1,2019-03-07,1,0.0,1.0,0.0
529,barba yianni taverna inc.,60625.0,9,0,18,9,2019-12-04,1,0.0,1.0,0.0
530,barbaro,60647.0,2,1,3,0,2019-07-16,1,0.0,1.0,0.0
531,barbecue king restaurant,60616.0,2,2,15,11,2019-04-12,1,0.0,1.0,0.0
532,barcello's pizza,60641.0,2,1,10,7,2019-09-13,1,0.0,1.0,0.0
533,bareburger,60657.0,1,0,1,0,2016-07-06,1,1.0,0.0,0.0
534,barista coffee house inc.,60622.0,0,0,0,0,2012-05-10,1,0.0,0.0,1.0
535,barn & company,60614.0,0,0,0,0,2014-04-03,1,1.0,0.0,0.0
536,barnes & noble booksellers#2922,60610.0,2,5,8,1,2019-05-23,1,1.0,0.0,0.0
537,barnes & nobles booksellers #2780,60614.0,0,2,5,3,2019-05-08,1,0.0,1.0,0.0
538,barney's pizza,60651.0,5,5,25,15,2019-08-12,1,0.0,1.0,0.0
539,barraco's pizza,60643.0,0,0,0,0,2017-01-31,2,1.0,0.0,0.0
540,barraco's pizza,60655.0,3,3,15,9,2019-07-25,2,1.0,0.0,0.0
541,"barraco's pizza,",60643.0,1,1,3,1,2019-05-02,1,1.0,0.0,0.0
542,barrio,60654.0,0,2,3,1,2019-10-24,1,0.0,1.0,0.0
543,barry's bootcamp,60614.0,0,0,1,1,2019-12-18,1,0.0,1.0,0.0
544,bartoli's pizzeria,60613.0,0,1,9,6,2019-07-11,1,0.0,1.0,0.0
545,barton g - the restaurant,60654.0,2,0,3,1,2019-02-05,1,1.0,0.0,0.0
547,barwall corporation/culver's of chicago-bronzevill,60616.0,0,0,1,0,2018-01-09,1,1.0,0.0,0.0
548,barwaqo kabob,60660.0,1,0,1,0,2011-09-26,1,1.0,0.0,0.0
549,bascule wine bar & american bistro,60607.0,0,0,0,0,2014-12-09,1,1.0,0.0,0.0
550,baseball buffet inc,60616.0,0,3,9,6,2019-05-14,1,0.0,1.0,0.0
551,basehit bbq,60707.0,0,0,0,0,2019-02-28,1,1.0,0.0,0.0
552,basil leaf cafe/sage,60614.0,0,2,8,6,2019-12-09,1,0.0,1.0,0.0
553,baskin robbins,60603.0,0,1,9,8,2019-10-18,2,0.0,1.0,0.0
554,baskin robbins,60605.0,1,1,8,6,2018-04-02,2,1.0,0.0,0.0
555,baskin robbins/ dunkin donuts,60634.0,2,1,11,8,2020-01-21,1,1.0,0.0,0.0
556,batter & berries llc,60614.0,4,6,16,6,2019-08-27,1,0.0,1.0,0.0
557,baume & brix,60654.0,0,0,0,0,2012-09-25,1,1.0,0.0,0.0
559,bawarchi on okaley,60645.0,0,0,0,0,2019-12-24,1,1.0,0.0,0.0
560,bay leaf restaurant,60618.0,0,0,0,0,2016-04-12,1,1.0,0.0,0.0
561,bayan ko,60613.0,0,1,3,0,2019-09-05,1,0.0,1.0,0.0
562,bbq supply co.,60615.0,1,0,1,0,2019-09-27,1,0.0,1.0,0.0
563,bc irving park llc,60641.0,1,0,5,1,2018-11-01,1,1.0,0.0,0.0
564,be kids cafe,60647.0,1,0,2,1,2020-01-02,1,1.0,0.0,0.0
565,be leaf,60606.0,2,2,9,5,2019-08-15,1,1.0,0.0,0.0
566,beacon tavern,60611.0,1,1,6,4,2019-10-21,1,0.0,1.0,0.0
567,bean & leaf,60601.0,0,0,3,2,2019-07-17,1,0.0,1.0,0.0
568,beans & bagel,60625.0,0,0,2,2,2019-01-09,1,0.0,1.0,0.0
569,beat kitchen,60618.0,1,1,11,6,2019-02-27,1,0.0,1.0,0.0
570,beatnik,60622.0,1,0,7,5,2019-08-22,1,0.0,1.0,0.0
571,beatrix,60607.0,0,0,5,5,2019-10-02,3,1.0,0.0,0.0
572,beatrix,60611.0,1,1,7,5,2019-04-03,3,0.0,1.0,0.0
573,beatrix,60654.0,0,2,11,9,2019-05-08,3,1.0,0.0,0.0
574,beatrix market,60604.0,2,1,5,2,2019-12-06,2,1.0,0.0,0.0
575,beatrix market,60606.0,0,1,3,1,2019-06-25,2,0.0,1.0,0.0
576,beaudevin wine bar,60666.0,0,0,4,4,2018-10-09,1,1.0,0.0,0.0
577,beaumont,60614.0,2,1,13,5,2019-12-17,1,0.0,1.0,0.0
578,bebe's eatery,60661.0,0,5,7,2,2019-03-28,1,0.0,1.0,0.0
579,beck's,60614.0,0,1,2,0,2019-11-13,1,0.0,1.0,0.0
580,beckett's pub,60657.0,0,0,0,0,2012-09-20,1,1.0,0.0,0.0
581,bee's knees food company,60612.0,0,0,0,0,2011-06-09,1,1.0,0.0,0.0
582,beef chief,60620.0,2,2,7,3,2019-09-03,1,1.0,0.0,0.0
583,beefbelly,60630.0,0,0,0,0,2015-11-05,2,1.0,0.0,0.0
584,beefbelly,60661.0,0,0,0,0,2018-04-05,2,0.0,1.0,0.0
585,beefsteak,60611.0,0,0,0,0,2019-11-01,1,1.0,0.0,0.0
586,beefy's,60638.0,3,2,13,8,2019-03-19,1,0.0,1.0,0.0
587,beerhead bar & eatery,60657.0,0,0,0,0,2019-03-26,1,1.0,0.0,0.0
588,beezee,60605.0,6,2,20,12,2019-10-16,1,1.0,0.0,0.0
589,beezzee,60657.0,2,3,9,4,2019-09-04,1,1.0,0.0,0.0
590,beggar's pizza,60628.0,3,3,14,8,2018-08-20,2,0.0,1.0,0.0
591,beggar's pizza,60661.0,3,1,15,11,2019-03-21,2,0.0,1.0,0.0
592,beggars pizza,60617.0,0,2,11,9,2019-02-27,3,0.0,1.0,0.0
593,beggars pizza,60632.0,0,6,12,6,2019-12-03,3,0.0,1.0,0.0
594,beggars pizza,60657.0,2,0,6,4,2014-10-31,3,1.0,0.0,0.0
595,"beijing 88, inc",60609.0,0,0,11,11,2019-11-21,1,0.0,1.0,0.0
596,bel-ami restaurant,60625.0,1,3,12,8,2019-08-23,1,0.0,1.0,0.0
597,bel-long pantry,60641.0,2,0,3,1,2015-09-28,1,1.0,0.0,0.0
598,belizean american jerk,60636.0,1,0,2,1,2019-07-01,1,1.0,0.0,0.0
599,bella 'mbriana caffe,60640.0,0,0,0,0,2016-08-02,1,1.0,0.0,0.0
600,bella luna cafe,60610.0,1,3,11,7,2019-05-22,1,0.0,1.0,0.0
601,bella notte,60642.0,5,3,18,8,2019-07-29,1,0.0,1.0,0.0
602,bella! bacino's,60601.0,0,1,1,0,2019-03-12,1,0.0,1.0,0.0
603,bella's pizza,60622.0,1,2,8,5,2019-01-22,1,0.0,1.0,0.0
604,bellas fuentez,60609.0,4,0,13,9,2019-12-09,1,0.0,1.0,0.0
605,bellona's pizza,60618.0,0,0,4,3,2017-11-01,1,1.0,0.0,0.0
606,bellwether meeting house & eatery,60611.0,2,6,12,3,2019-11-21,1,1.0,0.0,0.0
607,belly q,60607.0,0,0,1,1,2013-01-03,1,1.0,0.0,0.0
608,belly shack ii,60647.0,0,0,0,0,2014-03-06,1,1.0,0.0,0.0
609,belly up smokehouse and saloon,60605.0,0,0,0,0,2015-12-29,1,1.0,0.0,0.0
610,belmont cafe,60657.0,0,0,0,0,2015-12-01,1,1.0,0.0,0.0
611,belmont donuts inc.,60634.0,2,0,9,7,2019-07-24,1,0.0,1.0,0.0
612,belmont snack shop,60618.0,3,2,18,13,2019-07-30,1,1.0,0.0,0.0
613,ben & jerry's at navy pier,60611.0,1,1,4,2,2018-03-26,1,1.0,0.0,0.0
614,ben's bar be cue,60639.0,2,2,14,6,2019-03-07,1,1.0,0.0,0.0
615,ben's noodles & rice,60660.0,2,2,5,1,2019-10-30,1,0.0,1.0,0.0
616,benchmark bar & grill,60610.0,2,6,17,8,2019-07-12,1,1.0,0.0,0.0
617,"benchmark hospitality of chicago, inc.",60654.0,3,3,13,7,2019-02-19,1,1.0,0.0,0.0
618,benihana,60611.0,3,0,8,5,2019-08-09,1,0.0,1.0,0.0
619,benjyehuda,60603.0,1,1,11,9,2019-05-03,4,0.0,1.0,0.0
620,benjyehuda,60606.0,0,1,2,1,2019-06-28,4,1.0,0.0,0.0
622,benjyehuda,60661.0,0,2,6,4,2019-08-02,4,0.0,1.0,0.0
623,benny's chophouse,60611.0,1,2,10,7,2019-06-21,1,0.0,1.0,0.0
624,benny's grill,60640.0,0,0,1,1,2019-07-08,1,0.0,1.0,0.0
625,benny's pizza,60608.0,1,0,5,3,2019-06-07,1,0.0,1.0,0.0
626,bento box and artisan catering,60647.0,1,0,1,0,2019-08-28,1,0.0,1.0,0.0
627,beograd cafe and restaurant,60618.0,4,1,11,6,2019-10-24,1,1.0,0.0,0.0
628,beograd meat market,60618.0,0,0,0,0,2015-09-15,1,1.0,0.0,0.0
629,berghoff cafe,60666.0,2,7,20,11,2019-09-13,1,1.0,0.0,0.0
630,berghoff's,60603.0,1,0,6,5,2019-03-21,1,0.0,1.0,0.0
631,bernie's,60613.0,5,2,15,6,2019-10-16,1,0.0,1.0,0.0
632,bernie's lunch  & supper,60654.0,3,2,11,6,2019-08-06,1,1.0,0.0,0.0
633,best bbq,60643.0,8,7,23,8,2019-10-25,1,1.0,0.0,0.0
634,"best bbq house, inc",60616.0,1,0,1,0,2019-04-26,1,0.0,1.0,0.0
635,best intentions,60647.0,0,2,7,2,2019-11-12,1,1.0,0.0,0.0
636,best sub,60647.0,1,0,4,3,2016-10-04,1,0.0,1.0,0.0
637,best sub #2,60622.0,1,1,3,1,2019-05-07,1,1.0,0.0,0.0
638,best sub incorporated,60622.0,2,2,9,5,2018-07-24,1,1.0,0.0,0.0
639,best submarine,60639.0,2,0,6,4,2017-10-04,1,0.0,1.0,0.0
641,best subs,60639.0,0,0,0,0,2019-01-17,1,0.0,1.0,0.0
642,best subs #3 inc.,60634.0,1,0,5,4,2019-06-19,1,0.0,1.0,0.0
643,best sushi joon inc.,60625.0,1,0,5,3,2019-09-13,1,0.0,1.0,0.0
644,best taco & burrito joint corp,60647.0,4,2,12,6,2019-09-05,1,0.0,1.0,0.0
